method,policy_selection_split,threshold_mode,confidence_threshold,margin_threshold,require_exit1_exit2_label_set_agreement,allow_empty_stop,n_segments,exit2_samples,exit3_samples,exit2_fraction,exit3_fraction,average_exit_depth,estimated_flops_saved_pct,model_latency_per_segment_ms,segment_macro_f1,parent_macro_f1,parent_micro_f1,parent_samples_f1,parent_exact_match,parent_hamming_loss,parent_avg_pred_labels,stop_reason_exit2,stop_reason_exit3
genuine_dynamic_exit2_or_exit3,validation,fixed_0p5,0.55,0.0,True,False,4335,508,3827,0.11718569780853517,0.8828143021914648,2.8828,7.53,0.8552,0.721297,0.842248,0.935484,0.943577,0.838524,0.018916,1.462514,reliable_early_exit,final_exit
