exit,macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,avg_true_labels,avg_pred_labels,n_segments,threshold
1,0.12075345492103051,0.2940817571690055,0.1915340253748558,0.03229527104959631,0.1334486735870819,1.469434832756632,0.4209919261822376,4335,0.5
2,0.5978189806220068,0.7034832837388413,0.6327621244576263,0.4422145328719723,0.07815455594002307,1.469434832756632,1.166320645905421,4335,0.5
3,0.737706091314544,0.8793215916503587,0.871339594661394,0.7384083044982699,0.03414071510957324,1.469434832756632,1.3596309111880047,4335,0.5
