architecture,selection_status,deployment_eligible,validation_early_fraction,validation_exit1_fraction,validation_exit2_fraction,validation_exit3_fraction,validation_exit4_fraction,validation_exit5_fraction,validation_average_exit_depth,validation_flops_saved_pct,validation_parent_macro_f1,validation_parent_micro_f1,validation_parent_exact_match,validation_parent_hamming_loss,unique_candidates,pareto_candidates
5-exit,safety_buffered_pareto_knee,True,0.2623473181,0.0939989379,0.0,0.1683483802,0.0,0.7376526819,4.2873074881,19.8793699666,0.8808268729,0.8521199586,0.5953947368,0.0470394737,7952,112
