architecture,selection_status,deployment_eligible,validation_early_fraction,validation_exit1_fraction,validation_exit2_fraction,validation_average_exit_depth,validation_flops_saved_pct,validation_parent_macro_f1,validation_parent_micro_f1,validation_parent_exact_match,validation_parent_hamming_loss,unique_candidates,pareto_candidates
3-exit,safety_buffered_pareto_knee,True,0.1757833245,0.0690387679,0.1067445566,2.7551779076,13.5145588099,0.9026170266,0.8900634249,0.7138157895,0.0342105263,7951,9
