architecture,candidate_id,selection_status,deployment_eligible,total_early_fraction,exit1_fraction,exit2_fraction,exit3_fraction,exit4_fraction,exit5_fraction,average_exit_depth,estimated_flops_saved_pct,parent_macro_f1,parent_micro_f1,parent_samples_f1,parent_exact_match,parent_hamming_loss,robust_macro_drop,robust_micro_drop,robust_exact_drop,robust_hamming_increase,buffered_knee_score
5-exit,5845,safety_buffered_pareto_knee,true,0.4609665428,0.1051513542,0.0504514073,0.1115241636,0.1938396176,0.5390334572,4.0111524164,29.3895802193,0.8557462349,0.8429752066,0.8521929825,0.5789473684,0.0500000000,-0.0000481112,-0.0011780083,-0.0079198321,-0.0001764008,0.9551379574
