architecture,candidate_id,selection_status,deployment_eligible,total_early_fraction,exit1_fraction,exit2_fraction,exit3_fraction,average_exit_depth,estimated_flops_saved_pct,parent_macro_f1,parent_micro_f1,parent_samples_f1,parent_exact_match,parent_hamming_loss,robust_macro_drop,robust_micro_drop,robust_exact_drop,robust_hamming_increase,buffered_knee_score
3-exit,5221,safety_buffered_pareto_knee,true,0.1869357408,0.0610727562,0.1258629846,0.8130642592,2.7519915029,13.9752824057,0.9049092985,0.8931216931,0.8975877193,0.7203947368,0.0332236842,-0.0003697800,-0.0010062868,0.0000482141,-0.0003247915,0.9100736279
