seed,macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,avg_pred_labels
101,0.8623658934975417,0.9353312302839116,0.946729279947273,0.8373702422145328,0.0189158016147635,1.455594002306805
202,0.8740789877808396,0.947117296222664,0.9565167243367936,0.8673587081891581,0.0153402537485582,1.431372549019608
303,0.8606825568830793,0.949232585596222,0.9560059317844786,0.8731257208765859,0.014878892733564,1.4613610149942329
