pass,label,score,macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,jaccard_score,avg_true_labels,avg_pred_labels,parent_clips,num_labels,aggregation,threshold
0,START,0.8569354546575135,0.8658101036619639,0.9505882352941176,0.9561597187894765,0.8673587081891581,0.01453287197231834,0.9356978085351788,1.469434832756632,1.4717416378316033,867,10,,
1,Eric_Thomas,0.8569781799645687,0.8657248521700627,0.9505494505494505,0.9560059317844786,0.8673587081891581,0.01453287197231834,0.9355055747789311,1.469434832756632,1.469434832756632,867,10,mean,0.5
1,silence_present,0.8574517270401366,0.8622962807414913,0.9530942057548286,0.9587356511231945,0.8765859284890427,0.013725490196078431,0.9397347174163783,1.469434832756632,1.4567474048442905,867,10,p75,0.42
2,Eric_Thomas,0.857639314940207,0.8623815322333925,0.953131153997637,0.9588894381281925,0.8765859284890427,0.013725490196078431,0.939926951172626,1.469434832756632,1.4590542099192618,867,10,top4mean,0.62
