iteration,label,score,macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,avg_true_labels,avg_pred_labels,parent_clips,aggregation,threshold
0,INIT,0.865823799720689,0.8656977377185358,0.950432730133753,0.9570055473169661,0.8662053056516724,0.01453287197231834,1.469434832756632,1.4625144175317186,867,,
1,audience_reaction_present,0.8675192210921019,0.8632890998447816,0.952155001977066,0.9592629208546163,0.8708189158016147,0.013956170703575547,1.469434832756632,1.447520184544406,867,max,0.72
1,silence_present,0.8705058535591932,0.8598605284162103,0.9547259729944401,0.9619926401933322,0.8800461361014994,0.01314878892733564,1.469434832756632,1.4348327566320647,867,p75,0.42
2,NO_CHANGE,0.8705058535591932,0.8598605284162103,0.9547259729944401,0.9619926401933322,0.8800461361014994,0.01314878892733564,1.469434832756632,1.4348327566320647,867,,
