macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,avg_true_labels,avg_pred_labels,parent_clips,model_name,objective,segment_pred_csv
0.8598605284162103,0.9547259729944401,0.9619926401933322,0.8800461361014994,0.01314878892733564,1.469434832756632,1.4348327566320647,867,main_v010_human_corrected_balanced_3exit_no_hint,global_consistency,human_talk_workspace\tata_v0.10_hint_pass_lats_pipeline\evaluation\no_hint_parent_mean_fixed\parent_eval_segment_probs_fixed_0p5_mean.csv
