macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,avg_true_labels,avg_pred_labels,parent_clips,model_name,objective,segment_pred_csv
0.8510978891168934,0.9412698412698413,0.9480968858131488,0.8477508650519031,0.01707035755478662,1.469434832756632,1.4371395617070357,867,main_v010_no_hint_posweight_cap5_seed_101202303_20260705_112722,macro_priority,human_talk_workspace\tata_v0.10_hint_pass_lats_pipeline\posweight_stability_eval\seed_101202303_cap_5_parent_mean_fixed\parent_eval_segment_probs_fixed_0p5_mean.csv
