model,method,description,threshold_mode,split,parent_clips,segments,macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,jaccard_score,avg_true_labels,avg_pred_labels,mean_count,max_count,top2mean_count,threshold_min,threshold_max,threshold_mean
main_v08_human_corrected_balanced_3exit_20260610_084027,v09_frozen_frequency_plus_gary_mean,v0.9 frozen frequency map with Gary_Vee changed from top2mean to mean.,fixed_0p5,final_raw_holdout_parent_level,867,4335,0.851767541166705,0.9374262101534829,0.9463942439720986,0.8431372549019608,0.01833910034602076,0.9231064975009611,1.469434832756632,1.4613610149942329,7,0,3,0.5,0.5,0.5
main_v08_human_corrected_balanced_3exit_20260610_084027,v09_frozen_frequency_map,"Current v0.9 frozen map selected from repeated v06-style aggregation selection frequency, fixed threshold 0.5.",fixed_0p5,final_raw_holdout_parent_level,867,4335,0.8511660374073065,0.9372056514913658,0.9481627945295765,0.8419838523644751,0.01845444059976932,0.9240676662821992,1.469434832756632,1.469434832756632,6,0,4,0.5,0.5,0.5
main_v08_human_corrected_balanced_3exit_20260610_084027,simple_event_max_v08,"Simple v0.8 label-aware map: mean for stable labels, max for audience_reaction_present and silence_present.",fixed_0p5,final_raw_holdout_parent_level,867,4335,0.8320465460492906,0.9285435376805935,0.9375130444334596,0.8235294117647058,0.02110726643598616,0.9115724721261054,1.469434832756632,1.4844290657439447,8,2,0,0.5,0.5,0.5
main_v08_human_corrected_balanced_3exit_20260610_084027,tata_lawyer_improved_diagnostic_map,"Improved TATA-LAWYER diagnostic map: mean for several stable speakers, top2mean for selected speakers/music/audience, max for other_speaker and silence.",fixed_0p5,final_raw_holdout_parent_level,867,4335,0.7994518553495529,0.8705799151343706,0.8864832207392762,0.643598615916955,0.04221453287197232,0.8327566320645905,1.469434832756632,1.792387543252595,3,2,5,0.5,0.5,0.5
main_v08_human_corrected_balanced_3exit_20260610_084027,mean_all_baseline,Official v0.8-style parent aggregation baseline: mean aggregation for all labels.,fixed_0p5,final_raw_holdout_parent_level,867,4335,0.7800964181720527,0.9331742243436754,0.9405997693194925,0.839677047289504,0.019377162629757784,0.917435601691657,1.469434832756632,1.4302191464821223,10,0,0,0.5,0.5,0.5
main_v08_human_corrected_balanced_3exit_20260610_084027,tata_lawyer_original_diagnostic_map,Earlier TATA-LAWYER diagnostic map before replacing some max choices with top2mean.,fixed_0p5,final_raw_holdout_parent_level,867,4335,0.7616832764969453,0.8531370487206449,0.8739715494040754,0.6032295271049596,0.04832756632064591,0.8145328719723184,1.469434832756632,1.8212226066897348,4,5,1,0.5,0.5,0.5
