macro_f1,micro_f1,samples_f1,exact_match,hamming_loss,jaccard,avg_true_labels,avg_pred_labels,label_count_abs_error,n_parent_clips,n_labels,method,model_name,segment_pred_csv,config_json
0.8623815322333925,0.9531311539976368,0.9588894381281925,0.8765859284890427,0.013725490196078431,0.939926951172626,1.469434832756632,1.4590542099192618,0.01038062283737018,867,10,frozen_lats_config_eval,main_v010_no_hint_lats_v2_coordinate_reoptimized,human_talk_workspace\tata_v0.10_hint_pass_lats_pipeline\evaluation\no_hint_parent_mean_fixed\parent_eval_segment_probs_fixed_0p5_mean.csv,docs\tables\agentic_data_preprocessing_v0.10\no_hint_lats_v2_coordinate_reoptimized_config.json
