parent_clip_id,Brene_Brown,Eckhart_Tolle,Eric_Thomas,Gary_Vee,Jay_Shetty,Nick_Vujicic,other_speaker_present,music_present,audience_reaction_present,silence_present
Eckhart_Tolle__Eckhart_Tolle__0243,0.0005018708,0.9998181800000001,0.003569559275,0.0001715401555,0.001322492,0.00049038645,0.05239642124798538,0.009442768,0.037751661,0.23893483
Eckhart_Tolle__Eckhart_Tolle__0246,0.0003303536,0.9995815466666667,0.0010647936885000001,0.00011261993537999999,0.0013140424,0.0016064048,0.3526538080675349,0.006899869899999999,0.2827652653333333,0.1736501
Eckhart_Tolle__Eckhart_Tolle__0250,0.00042272842,0.9984315633333333,0.0005684868625,3.31711514e-05,0.0014558855,0.00014765433,0.0908931046321102,0.007019876420000001,0.017702834666666667,0.18908852
Eckhart_Tolle__Eckhart_Tolle__0256,0.0007028392,0.9998771,0.0064824575775,1.668039016e-05,0.0006344404,7.362812e-05,0.08931122878746611,0.01233858376,0.020903372666666666,0.2686458
Eckhart_Tolle__Eckhart_Tolle__0260,0.000933722,0.9960138533333334,0.000453801868125,0.015359996423060001,0.005331282,0.00050218427,0.626480953500381,0.0074401078600000005,0.31408642933333336,0.2220096
Eckhart_Tolle__Eckhart_Tolle__0264,0.00032025552,0.9996439566666666,0.0024602735835,2.4144806820000002e-05,0.00096098037,0.00010609843,0.11397196712497315,0.0025170020879999996,0.035543628333333334,0.3481199
Eckhart_Tolle__Eckhart_Tolle__0271,0.0007307289,0.9992647366666668,0.001190222965,5.300920909200001e-05,0.0005527065,0.000520922,0.28096598440640386,0.0090153471446,0.034604653,0.15983345
Eckhart_Tolle__Eckhart_Tolle__0273,0.0023812698,0.9996065733333332,0.0347020787475,0.00022774185291999995,0.00030906062,0.00072820444,0.21992732284115668,0.0165521006,0.021539848333333333,0.14341469
Eckhart_Tolle__Eckhart_Tolle__0274,3.323669e-05,0.9989309733333332,0.0007087427975,0.00013769411857999999,0.032892626,0.00010565914,0.08926525209355429,0.013206035999999999,0.016229303666666667,0.3536373
Eckhart_Tolle__Eckhart_Tolle__0280,0.0066317488,0.8450239366666666,0.0052621602225,0.000181287466674,0.35651404,0.0007520313,0.15964920558866935,0.13518460356,0.07212745666666666,0.2362887
Eckhart_Tolle__Eckhart_Tolle__0287,0.0008086378,0.9984322933333333,0.0032917740465,0.0004406838578,0.0037070871,0.00076423015,0.0369423036611789,0.01876938172,0.022567873999999998,0.3096833
Eckhart_Tolle__Eckhart_Tolle__0294,0.00012484906,0.9993180533333333,0.0050375672525,0.0003097455202,0.022405755,0.0005946369,0.09411359570506483,0.012007298960000001,0.038514884666666666,0.28795192
Eckhart_Tolle__Eckhart_Tolle__0295,0.00089944387,0.9987580333333334,0.0002721735775,0.0005868290606,0.004852257,3.850917e-05,0.49790246809690397,0.014624955099999998,0.018141136666666665,0.30940756
Eckhart_Tolle__Eckhart_Tolle__0311,0.005699456,0.9999398866666667,0.0004713287375,0.00046149493823999997,4.686118e-05,0.00039949996,0.03745160283251425,0.00559294244,0.034920742,0.19855024
Eckhart_Tolle__Eckhart_Tolle__0315,0.013836301,0.9937053533333334,0.00084100931,0.007594766221699999,0.014034109,0.0005396501,0.6186119707303737,0.010824618528,0.10155402233333333,0.25829354
Eckhart_Tolle__Eckhart_Tolle__0321,0.0037429696,0.9981628766666667,0.0005360883505,5.632175120000001e-05,0.00082101725,0.0007669872,0.054269428912596895,0.005667819974,0.044321268000000004,0.23853321
Eckhart_Tolle__Eckhart_Tolle__0326,0.00020773112,0.99883909,0.00227942205,0.00041350821439999996,0.026876459,0.00031616943,0.060362572351421284,0.01629313444,0.04646863866666667,0.3634878
Eckhart_Tolle__Eckhart_Tolle__0328,0.0024864387,0.99905461,0.0032190831775,8.70934866e-06,0.00019553016,0.00023630337,0.11997702366249252,0.005836939926,0.029430307666666666,0.19691578
Eckhart_Tolle__Eckhart_Tolle__0329,0.001998015,0.9999507566666667,0.00015868879625,7.08171176e-05,0.005941283,0.00015826017,0.025172629192917184,0.0073211156,0.047756866333333335,0.16103612
Eckhart_Tolle__Eckhart_Tolle__0334,0.003210088,0.9995979166666666,0.0034402560925,0.00031647361106,0.0005428906,0.0014312848,0.15185922479944425,0.069002736372,0.026602831666666663,0.25105503
Eckhart_Tolle__Eckhart_Tolle__0358,0.00024447372,0.9997607133333334,0.002373450575,3.893688488e-05,0.0023609328,0.00034414066,0.15256432873137782,0.00958137262,0.024556441,0.21690328
Eckhart_Tolle__Eckhart_Tolle__0363,0.00011044044,0.99811722,0.0023862283775,0.00014691301489800002,0.010229707,0.00016204889,0.4005157586296112,0.01000780852,0.029456284666666666,0.25915724
Eckhart_Tolle__Eckhart_Tolle__0375,0.010185952,0.9997065666666667,0.0006100158595,0.00023360981219799998,0.00037042136,0.00022779449,0.02458495745329936,0.017204397214,0.04474408,0.21044198
Eckhart_Tolle__Eckhart_Tolle__0376,0.0036171768,0.9998074866666666,0.001665144065,0.00011707072931999998,0.00092890067,0.0013390438,0.04873316467443001,0.00488205992,0.039605764,0.251126
Eckhart_Tolle__Eckhart_Tolle__0379,0.0012232385,0.9988427,0.0001882095265,0.00013178310318,0.0010746481,0.00067622203,0.2119693116107163,0.003218798628,0.016843159333333333,0.16533741
Eckhart_Tolle__Eckhart_Tolle__0381,0.00064352463,0.9995930866666667,8.327751725e-05,5.27675462e-05,0.00075572205,0.0002419111,0.14821574178817143,0.005150500186,0.04624782933333333,0.19333936
Eckhart_Tolle__Eckhart_Tolle__0387,0.0022426813,0.9998315533333333,0.0026736169,2.249689005e-05,0.002481212,0.0002072968,0.015994234639289617,0.00521353974,0.02051600066666667,0.33626425
Eckhart_Tolle__Eckhart_Tolle__0390,0.0030173613,0.9991939633333334,0.00356516639875,6.0296181970000005e-06,0.00073246495,0.00042384132,0.06579568001151603,0.005278086943999999,0.11412559733333333,0.1309312
